"""Candy Guillermo, a 37-year-old migrant in the caravan who had heard about the plan to deploy troops, was surprised she and the children in group would be considered a threat."" It supports ""The latest announcement of a troop deployment angered liberal activists, who called it a ""desperate political stunt.""""?",1
"""Tens of thousands of gun-rights activists from around the country rallied peacefully at the Virginia Capitol on Monday to protest plans by the state's Democratic leadership to pass gun-control legislation - a move that has become a key flash point in the national debate over gun violence."" It supports ""Members of an armed militia group arrive near the Virginia Capitol building to advocate for gun rights in Richmond on Monday, Jan. 20, 2020.""?",1
"""But he tells me that he didn't know about it and I will take him at his word."" It supports ""The suburban Cincinnati youth was visiting North Korea with a tour group when he was detained in 2016 for allegedly stealing a propaganda poster.""?",0
"""She publicly took exception to a BuzzFeed reporter's tweet saying Mikulski was ""trying hard"" to keep other senators from delving into the data mining issue"" It supports ""Alexander added that he welcomed a public debate over protecting America while preserving civil liberties.""?",0
"""They also oppose starting a new public financing system for congressional elections and politicizing the Federal Elections Commission that enforces campaign finance laws."" It supports """"All Republicans, I think, will oppose that as well,"" he said.""?",1
"""The action comes as President Donald Trump has spent recent days calling attention to the caravan of Central Americans slowly making their way by foot into southern Mexico, but still more than 1,000 miles from U.S. soil."" It supports ""That makes it unlikely the infusion of personnel will deter the migrant caravan streaming north through Mexico.""?",0
"""U.S. meatpackers slaughtered 22% fewer cattle than a week earlier and 18% than a year earlier, according to estimates from the U.S. Department of Agriculture."" It supports ""As a result, the company was forced to temporarily shut down meatpacking plants in Colorado, Nebraska, Texas, Alberta, Canada and Queensland, Australia.""?",1
"""White House officials said there were ""active discussions"" throughout the weekend about when Mr. Biden should publicly address the situation, and what he would say."" It supports """"But the way to do it is not through endless military deployments-it is through diplomacy, economic tools, and rallying the world to join us.""""?",1
"""Attorney General Merrick Garland on Oct. 4 announced a concerted effort to target any threats of violence, intimidation, and harassment by parents directed toward school board members, teachers, and other personnel."" It supports ""Garland assured them that the Justice Department would assist and ""prosecute them when appropriate,"" and would ""announce a series of measures designed to address the rise in criminal conduct directed toward school personnel.""""?",1
"""However, the threat of violence largely kept other groups away from the Capitol, including gun control groups that hold an annual vigil for victims of gun violence."" It supports ""Members of an armed militia group arrive near the Virginia Capitol building to advocate for gun rights in Richmond on Monday, Jan. 20, 2020.""?",0
"""""The NCAA's business model would be flatly illegal in almost any other industry in America,"" Kavanaugh said."" It supports ""Justice Brett Kavanaugh, in a scathing concurring opinion, lambasted the NCAA for its arguments that it was immune from antitrust scrutiny.""?",1
"""He also pleaded guilty to obstructing the special counsel investigation he has now promised to assist."" It supports ""Manafort attorney Kevin Downing told reporters after the court hearing it was a ""tough day"" for his client, ""who has accepted responsibility.""""?",1
"""Protests have since taken place across the country, continuing a movement against police brutality and racial injustice that gained momentum following the police killing of George Floyd earlier this year in Minneapolis."" It supports ""Past a nighttime curfew, people gathered in a park that protesters are now calling ""Injustice Square"" and then at a church, where there was no major police presence - a change from the previous night.""?",1
"""Defense Secretary Jim Mattis is expected to sign an order sending the troops to the border, bolstering National Guard forces already there, an official said Thursday."" It supports ""It was not clear Thursday what operational gains will come from adding active-duty troops to the mix, but it makes good on a declaration Mr. Trump made over the past week that he wanted to mobilize the regular military, not just the Guard.""?",0
"""With the defection of Murkowski, Capito and Collins, the bill has no more than 49 in the yes column."" It supports ""The other party is solely responsible for designing the disintegrating status quo, but Republicans now control everything.""?",0
"""But later, they testified, Salman said that the week before the shooting, she and her husband were driving past the Pulse nightclub when he asked, ""How upset are people going to be when it gets attacked"""" It supports ""Noor Salman, widow of the gunman who opened fire on an Orlando nightclub in 2016, has been found not guilty on both the counts she faced.""?",0
